id,gender,birthday,Age,abonoment_type,visit_per_week,days_per_week,attend_group_lesson,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,drink_abo,fav_drink,personal_training,name_personal_trainer,uses_sauna,check_in_hour,visit_time,age_group,visit_category,total_activities
611,Female,1987-12-04,36,Premium,1,Fri,True,"Yoga, Pilates",14:49:00,16:32:00,103,True,"passion_fruit, berry_boost",True,Chantal,False,14,Afternoon,Middle Age,Light,3
612,Female,1979-05-08,45,Standard,3,"Mon, Sun, Wed",False,None,13:42:00,15:54:00,132,False,No Drink,False,No Trainer,False,13,Afternoon,Middle Age,Frequent,0
613,Male,1981-07-25,43,Standard,5,"Fri, Sat, Sun, Thu, Tue",True,"XCore, Yoga, BodyPump",17:32:00,18:16:00,44,False,No Drink,True,Mike,True,17,Evening,Middle Age,Very Frequent,2
614,Male,2008-08-09,16,Premium,3,"Sat, Thu, Tue",False,None,09:37:00,11:46:00,129,True,coconut_pineapple,False,No Trainer,True,9,Morning,Teen,Frequent,1
615,Male,1985-06-28,39,Premium,3,"Mon, Thu, Tue",False,None,18:07:00,20:59:00,172,True,"orange, berry_boost",False,No Trainer,False,18,Evening,Middle Age,Frequent,1
616,Male,1987-09-01,37,Standard,2,"Tue, Wed",False,None,11:30:00,12:10:00,40,True,berry_boost,False,No Trainer,False,11,Morning,Middle Age,Regular,1
617,Male,2000-01-17,24,Standard,4,"Fri, Sat, Sun, Tue",False,None,15:28:00,16:34:00,66,False,No Drink,True,Chantal,False,15,Afternoon,Young Adult,Very Frequent,1
618,Male,1986-10-27,37,Premium,3,"Mon, Tue, Wed",False,None,20:35:00,22:58:00,143,False,No Drink,True,Jeffrey,False,20,Evening,Middle Age,Frequent,1
619,Male,1976-01-20,48,Premium,3,"Mon, Sun, Tue",False,None,14:29:00,15:10:00,41,False,No Drink,True,Jeffrey,False,14,Afternoon,Senior,Frequent,1
620,Female,2000-04-22,24,Standard,2,"Thu, Wed",True,Zumba,10:26:00,10:58:00,32,True,passion_fruit,False,No Trainer,False,10,Morning,Young Adult,Regular,2
621,Male,1983-10-10,41,Standard,1,Thu,False,None,10:52:00,12:25:00,93,True,lemon,False,No Trainer,True,10,Morning,Middle Age,Light,1
622,Female,1976-04-24,48,Premium,3,"Fri, Sat, Thu",True,"Kickboxen, BodyBalance",15:30:00,16:26:00,56,True,"coconut_pineapple, black_currant",True,Hanna,False,15,Afternoon,Senior,Frequent,3
623,Female,2011-03-26,13,Premium,2,"Sat, Sun",True,"Yoga, HIT",08:25:00,09:16:00,51,True,"passion_fruit, lemon",True,Jeffrey,False,8,Morning,Teen,Regular,3
624,Male,1980-10-30,43,Premium,3,"Fri, Thu, Tue",False,None,08:39:00,09:46:00,67,False,No Drink,False,No Trainer,False,8,Morning,Middle Age,Frequent,0
625,Female,2002-10-07,22,Premium,4,"Fri, Thu, Tue, Wed",False,None,19:28:00,22:18:00,170,True,"berry_boost, coconut_pineapple",True,Hanna,False,19,Evening,Young Adult,Very Frequent,2
626,Male,2003-10-02,21,Standard,5,"Fri, Mon, Sat, Sun, Wed",True,"LesMiles, Running",16:57:00,19:32:00,155,False,No Drink,False,No Trainer,True,16,Afternoon,Young Adult,Very Frequent,1
627,Female,1995-06-19,29,Premium,2,"Sat, Tue",True,"Spinning, LesMiles",20:00:00,21:50:00,110,True,black_currant,True,Chantal,False,20,Evening,Adult,Regular,3
628,Male,1985-02-07,39,Standard,2,"Sat, Sun",False,None,16:53:00,18:08:00,75,False,No Drink,True,Mike,False,16,Afternoon,Middle Age,Regular,1
629,Male,2007-08-08,17,Standard,3,"Sat, Thu, Tue",False,None,11:02:00,12:24:00,82,False,No Drink,True,Chantal,True,11,Morning,Teen,Frequent,1
630,Male,2003-07-25,21,Standard,5,"Fri, Mon, Sat, Sun, Tue",False,None,14:29:00,16:01:00,92,True,"orange, black_currant",True,Chantal,True,14,Afternoon,Young Adult,Very Frequent,2
631,Female,1996-03-05,28,Standard,3,"Sat, Thu, Wed",False,None,08:50:00,11:20:00,150,False,No Drink,True,Hanna,False,8,Morning,Adult,Frequent,1
632,Male,1987-03-27,37,Premium,1,Sun,True,"Zumba, LesMiles",12:16:00,13:41:00,85,False,No Drink,False,No Trainer,True,12,Afternoon,Middle Age,Light,1
633,Female,1997-10-13,27,Premium,5,"Fri, Mon, Sat, Tue, Wed",True,Running,14:42:00,15:53:00,71,False,No Drink,False,No Trainer,False,14,Afternoon,Adult,Very Frequent,1
634,Female,1999-12-22,24,Premium,1,Sat,False,None,16:51:00,18:31:00,100,False,No Drink,True,Mike,True,16,Afternoon,Young Adult,Light,1
635,Female,2005-12-03,18,Premium,1,Fri,False,None,09:13:00,11:43:00,150,True,lemon,True,Hanna,True,9,Morning,Teen,Light,2
636,Female,1998-01-07,26,Standard,3,"Sun, Tue, Wed",True,"XCore, BodyPump",13:24:00,15:53:00,149,True,"passion_fruit, berry_boost",True,Mike,False,13,Afternoon,Adult,Frequent,3
637,Male,2001-06-15,23,Standard,1,Tue,False,None,10:01:00,12:28:00,147,False,No Drink,False,No Trainer,False,10,Morning,Young Adult,Light,0
638,Female,2005-11-02,18,Premium,2,"Mon, Sat",False,None,19:45:00,22:44:00,179,False,No Drink,True,Chantal,False,19,Evening,Teen,Regular,1
639,Female,1999-10-07,25,Premium,4,"Fri, Thu, Tue, Wed",True,"Kickboxen, BodyPump, HIT",09:25:00,10:36:00,71,False,No Drink,False,No Trainer,True,9,Morning,Young Adult,Very Frequent,1
640,Female,2007-04-06,17,Premium,5,"Mon, Sat, Sun, Tue, Wed",True,"BodyBalance, Kickboxen",10:00:00,11:55:00,115,True,orange,False,No Trainer,False,10,Morning,Teen,Very Frequent,2
641,Female,1999-08-17,25,Premium,1,Tue,False,None,08:37:00,10:52:00,135,True,"lemon, passion_fruit",True,Chantal,False,8,Morning,Young Adult,Light,2
642,Female,1976-11-06,47,Standard,2,"Fri, Mon",True,"Yoga, Spinning, XCore",12:42:00,13:37:00,55,True,"berry_boost, orange",True,Mike,True,12,Afternoon,Senior,Regular,3
643,Male,1999-07-25,25,Premium,2,"Thu, Wed",True,"HIT, LesMiles",20:31:00,21:08:00,37,False,No Drink,True,Jeffrey,True,20,Evening,Young Adult,Regular,2
644,Female,2010-07-16,14,Premium,5,"Fri, Mon, Sat, Sun, Wed",True,"Running, LesMiles",12:54:00,15:10:00,136,True,coconut_pineapple,True,Chantal,True,12,Afternoon,Teen,Very Frequent,3
645,Male,2010-10-02,14,Premium,3,"Fri, Mon, Wed",True,BodyBalance,17:23:00,18:22:00,59,True,lemon,False,No Trainer,True,17,Evening,Teen,Frequent,2
646,Male,1975-08-16,49,Premium,3,"Fri, Sun, Thu",False,None,17:16:00,19:52:00,156,True,passion_fruit,False,No Trainer,False,17,Evening,Senior,Frequent,1
647,Male,2000-07-26,24,Standard,2,"Sun, Tue",True,Yoga,18:58:00,19:40:00,42,True,"lemon, berry_boost",False,No Trainer,True,18,Evening,Young Adult,Regular,2
648,Female,1998-09-22,26,Standard,1,Sat,True,"Kickboxen, BodyPump",12:44:00,13:40:00,56,False,No Drink,False,No Trainer,False,12,Afternoon,Adult,Light,1
649,Female,2002-05-28,22,Standard,5,"Fri, Mon, Sun, Tue, Wed",False,None,13:50:00,15:37:00,107,False,No Drink,False,No Trainer,False,13,Afternoon,Young Adult,Very Frequent,0
650,Male,2012-09-15,12,Premium,3,"Fri, Mon, Wed",True,"Kickboxen, HIT",14:54:00,16:52:00,118,False,No Drink,False,No Trainer,False,14,Afternoon,Teen,Frequent,1
651,Male,2010-09-13,14,Premium,4,"Mon, Sun, Thu, Wed",False,None,20:36:00,22:20:00,104,True,passion_fruit,False,No Trainer,False,20,Evening,Teen,Very Frequent,1
652,Male,2006-08-22,18,Premium,3,"Mon, Sat, Sun",False,None,11:06:00,13:25:00,139,False,No Drink,False,No Trainer,False,11,Morning,Teen,Frequent,0
653,Male,1997-10-25,26,Standard,3,"Mon, Sun, Thu",False,None,13:11:00,14:21:00,70,False,No Drink,False,No Trainer,False,13,Afternoon,Adult,Frequent,0
654,Male,1978-01-01,46,Premium,1,Sun,False,None,14:38:00,17:21:00,163,True,"orange, passion_fruit",False,No Trainer,True,14,Afternoon,Senior,Light,1
655,Male,1996-07-22,28,Standard,2,"Fri, Mon",False,None,09:20:00,11:57:00,157,False,No Drink,True,Jeffrey,True,9,Morning,Adult,Regular,1
656,Male,2011-09-24,13,Standard,5,"Fri, Mon, Sat, Sun, Thu",True,"Yoga, BodyBalance, HIT",17:13:00,19:00:00,107,False,No Drink,False,No Trainer,False,17,Evening,Teen,Very Frequent,1
657,Male,1984-06-15,40,Premium,2,"Mon, Sat",True,"BodyPump, Pilates",14:58:00,16:42:00,104,False,No Drink,False,No Trainer,True,14,Afternoon,Middle Age,Regular,1
658,Male,1999-01-01,25,Standard,4,"Fri, Mon, Tue, Wed",False,None,19:23:00,20:48:00,85,False,No Drink,False,No Trainer,True,19,Evening,Young Adult,Very Frequent,0
659,Female,2006-10-15,17,Standard,3,"Fri, Sat, Sun",False,None,18:02:00,19:49:00,107,False,No Drink,False,No Trainer,True,18,Evening,Teen,Frequent,0
660,Male,1977-06-17,47,Premium,2,"Fri, Sun",False,None,09:58:00,12:31:00,153,False,No Drink,False,No Trainer,True,9,Morning,Senior,Regular,0
661,Male,2009-12-05,14,Standard,3,"Sat, Sun, Thu",True,"XCore, Pilates, LesMiles",17:02:00,17:32:00,30,False,No Drink,False,No Trainer,False,17,Evening,Teen,Frequent,1
662,Male,1985-12-07,38,Premium,2,"Mon, Wed",True,"Kickboxen, XCore",11:41:00,12:14:00,33,True,"lemon, coconut_pineapple",True,Hanna,False,11,Morning,Middle Age,Regular,3
663,Female,1992-10-12,32,Standard,3,"Sat, Sun, Thu",False,None,14:01:00,16:17:00,136,False,No Drink,False,No Trainer,False,14,Afternoon,Adult,Frequent,0
664,Female,2011-03-27,13,Standard,1,Thu,False,None,10:20:00,10:57:00,37,True,coconut_pineapple,False,No Trainer,True,10,Morning,Teen,Light,1
665,Female,1982-11-23,41,Standard,1,Fri,True,BodyPump,11:45:00,12:38:00,53,True,"coconut_pineapple, black_currant",True,Chantal,False,11,Morning,Middle Age,Light,3
666,Female,2005-02-18,19,Premium,2,"Mon, Wed",True,Pilates,10:42:00,13:29:00,167,False,No Drink,True,Mike,False,10,Morning,Young Adult,Regular,2
667,Male,1976-03-12,48,Premium,2,"Fri, Tue",True,"Spinning, Pilates",11:46:00,13:17:00,91,True,"black_currant, coconut_pineapple",False,No Trainer,True,11,Morning,Senior,Regular,2
668,Female,1988-11-30,35,Standard,3,"Fri, Mon, Sun",True,Pilates,15:00:00,17:29:00,149,True,berry_boost,False,No Trainer,True,15,Afternoon,Adult,Frequent,2
669,Female,1985-04-07,39,Standard,5,"Mon, Sun, Thu, Tue, Wed",True,HIT,19:04:00,20:02:00,58,True,lemon,False,No Trainer,True,19,Evening,Middle Age,Very Frequent,2
670,Female,2001-01-16,23,Premium,4,"Fri, Sat, Sun, Tue",True,"Spinning, BodyBalance, Zumba",09:17:00,09:49:00,32,False,No Drink,False,No Trainer,False,9,Morning,Young Adult,Very Frequent,1
671,Male,1985-06-11,39,Premium,3,"Sun, Thu, Wed",False,None,12:36:00,14:19:00,103,False,No Drink,True,Chantal,False,12,Afternoon,Middle Age,Frequent,1
672,Male,1977-01-08,47,Standard,2,"Sun, Wed",True,LesMiles,08:13:00,10:18:00,125,False,No Drink,True,Jeffrey,True,8,Morning,Senior,Regular,2
673,Female,2009-11-17,14,Premium,5,"Sat, Sun, Thu, Tue, Wed",True,"Yoga, BodyBalance, Zumba",10:49:00,12:40:00,111,True,lemon,False,No Trainer,False,10,Morning,Teen,Very Frequent,2
674,Male,2010-04-14,14,Standard,5,"Sat, Sun, Thu, Tue, Wed",True,"HIT, BodyPump, BodyBalance",20:16:00,22:33:00,137,False,No Drink,False,No Trainer,True,20,Evening,Teen,Very Frequent,1
675,Female,1983-02-26,41,Standard,1,Sun,False,None,11:52:00,12:53:00,61,False,No Drink,False,No Trainer,False,11,Morning,Middle Age,Light,0
676,Female,1980-06-13,44,Standard,1,Wed,True,"Yoga, BodyPump, BodyBalance",08:17:00,09:23:00,66,True,"berry_boost, orange",True,Jeffrey,False,8,Morning,Middle Age,Light,3
677,Female,2000-05-16,24,Premium,5,"Fri, Sat, Sun, Thu, Wed",True,"BodyPump, Kickboxen",09:06:00,10:19:00,73,True,"passion_fruit, orange",False,No Trainer,True,9,Morning,Young Adult,Very Frequent,2
678,Female,1984-11-21,39,Standard,4,"Sat, Sun, Tue, Wed",False,None,13:57:00,15:41:00,104,True,passion_fruit,True,Hanna,True,13,Afternoon,Middle Age,Very Frequent,2
679,Male,1987-01-11,37,Premium,1,Wed,True,LesMiles,09:10:00,10:30:00,80,True,"orange, black_currant",False,No Trainer,False,9,Morning,Middle Age,Light,2
680,Male,1999-08-20,25,Standard,3,"Thu, Tue, Wed",True,"Pilates, HIT, LesMiles",16:33:00,18:16:00,103,False,No Drink,True,Jeffrey,False,16,Afternoon,Young Adult,Frequent,2
681,Female,1986-11-21,37,Premium,1,Sat,False,None,09:11:00,11:33:00,142,True,black_currant,True,Mike,False,9,Morning,Middle Age,Light,2
682,Male,1989-10-27,34,Premium,3,"Fri, Sun, Tue",False,None,10:54:00,12:49:00,115,True,passion_fruit,True,Hanna,True,10,Morning,Adult,Frequent,2
683,Male,1975-06-05,49,Standard,1,Tue,True,"HIT, Running, Kickboxen",20:23:00,21:08:00,45,True,orange,False,No Trainer,True,20,Evening,Senior,Light,2
684,Female,2005-12-25,18,Standard,1,Wed,True,Kickboxen,17:51:00,20:09:00,138,True,"coconut_pineapple, berry_boost",False,No Trainer,True,17,Evening,Teen,Light,2
685,Male,1981-08-15,43,Standard,2,"Tue, Wed",False,None,18:35:00,21:16:00,161,False,No Drink,True,Chantal,True,18,Evening,Middle Age,Regular,1
686,Female,1994-05-04,30,Premium,3,"Sat, Thu, Wed",False,None,10:16:00,11:47:00,91,True,orange,False,No Trainer,True,10,Morning,Adult,Frequent,1
687,Male,1995-02-23,29,Standard,3,"Mon, Sat, Sun",True,"Kickboxen, Running, LesMiles",09:13:00,11:27:00,134,False,No Drink,False,No Trainer,True,9,Morning,Adult,Frequent,1
688,Male,2011-08-05,13,Premium,3,"Mon, Thu, Tue",False,None,20:25:00,22:44:00,139,False,No Drink,True,Chantal,False,20,Evening,Teen,Frequent,1
689,Female,2011-05-02,13,Standard,5,"Fri, Sun, Thu, Tue, Wed",False,None,09:47:00,12:16:00,149,False,No Drink,True,Jeffrey,False,9,Morning,Teen,Very Frequent,1
690,Male,1979-08-28,45,Premium,3,"Mon, Sat, Tue",False,None,13:10:00,15:15:00,125,True,passion_fruit,False,No Trainer,True,13,Afternoon,Middle Age,Frequent,1
691,Male,1996-05-06,28,Premium,3,"Sun, Thu, Tue",False,None,10:17:00,11:47:00,90,False,No Drink,True,Hanna,False,10,Morning,Adult,Frequent,1
692,Female,2007-11-30,16,Premium,4,"Mon, Sun, Thu, Tue",True,BodyPump,16:21:00,17:38:00,77,False,No Drink,True,Hanna,False,16,Afternoon,Teen,Very Frequent,2
693,Female,1987-12-14,36,Standard,4,"Sat, Thu, Tue, Wed",False,None,17:34:00,18:06:00,32,True,"passion_fruit, coconut_pineapple",True,Jeffrey,False,17,Evening,Middle Age,Very Frequent,2
694,Female,2005-01-29,19,Standard,2,"Thu, Tue",False,None,16:40:00,17:37:00,57,False,No Drink,True,Mike,True,16,Afternoon,Young Adult,Regular,1
695,Female,1997-07-24,27,Standard,1,Mon,False,None,12:30:00,13:08:00,38,True,"black_currant, lemon",False,No Trainer,False,12,Afternoon,Adult,Light,1
696,Female,2000-08-02,24,Standard,4,"Mon, Sat, Sun, Thu",True,"BodyPump, LesMiles, HIT",11:43:00,12:27:00,44,True,black_currant,False,No Trainer,False,11,Morning,Young Adult,Very Frequent,2
697,Male,2002-03-11,22,Standard,5,"Fri, Sat, Sun, Tue, Wed",True,BodyBalance,10:31:00,11:48:00,77,True,black_currant,True,Mike,False,10,Morning,Young Adult,Very Frequent,3
698,Male,1975-03-21,49,Standard,3,"Fri, Mon, Tue",False,None,14:52:00,15:25:00,33,True,"passion_fruit, black_currant",True,Chantal,False,14,Afternoon,Senior,Frequent,2
699,Male,2009-05-06,15,Premium,3,"Fri, Sat, Sun",True,"Yoga, Pilates, HIT",18:06:00,20:42:00,156,False,No Drink,True,Jeffrey,True,18,Evening,Teen,Frequent,2
700,Female,1988-12-13,35,Premium,3,"Sat, Tue, Wed",False,None,16:35:00,17:35:00,60,True,berry_boost,False,No Trainer,False,16,Afternoon,Adult,Frequent,1
701,Female,2000-10-14,24,Standard,5,"Mon, Sat, Sun, Thu, Tue",True,"Yoga, BodyBalance, Running",11:19:00,12:28:00,69,False,No Drink,False,No Trainer,True,11,Morning,Young Adult,Very Frequent,1
702,Male,1983-09-05,41,Standard,5,"Fri, Sat, Sun, Tue, Wed",False,None,10:22:00,11:55:00,93,True,"coconut_pineapple, orange",False,No Trainer,True,10,Morning,Middle Age,Very Frequent,1
703,Male,1988-06-18,36,Premium,3,"Sat, Sun, Tue",True,"Pilates, BodyPump, Yoga",16:01:00,17:40:00,99,True,black_currant,True,Mike,True,16,Afternoon,Middle Age,Frequent,3
704,Male,1989-02-16,35,Premium,2,"Sat, Wed",True,"XCore, Yoga, Pilates",20:14:00,22:30:00,136,True,passion_fruit,True,Jeffrey,True,20,Evening,Adult,Regular,3
705,Male,1991-11-30,32,Standard,3,"Mon, Sat, Wed",True,"HIT, Yoga, Kickboxen",17:29:00,18:47:00,78,True,"passion_fruit, coconut_pineapple",False,No Trainer,True,17,Evening,Adult,Frequent,2
706,Female,1985-06-13,39,Standard,3,"Fri, Sun, Thu",False,None,11:05:00,11:42:00,37,True,orange,True,Hanna,False,11,Morning,Middle Age,Frequent,2
707,Male,1996-06-16,28,Premium,5,"Mon, Sat, Sun, Thu, Wed",True,"XCore, Running",13:31:00,15:39:00,128,False,No Drink,True,Chantal,True,13,Afternoon,Adult,Very Frequent,2
708,Male,2001-06-12,23,Premium,2,"Mon, Wed",True,"Pilates, Spinning, Running",18:01:00,19:30:00,89,False,No Drink,True,Hanna,True,18,Evening,Young Adult,Regular,2
709,Male,1983-11-25,40,Standard,3,"Fri, Sun, Wed",True,"HIT, Spinning, XCore",17:58:00,20:33:00,155,True,"coconut_pineapple, orange",False,No Trainer,True,17,Evening,Middle Age,Frequent,2
710,Female,2005-08-19,19,Premium,5,"Fri, Mon, Sat, Thu, Wed",True,"BodyBalance, XCore",10:54:00,13:17:00,143,True,"orange, berry_boost",True,Mike,False,10,Morning,Young Adult,Very Frequent,3
711,Female,1983-03-20,41,Standard,2,"Sat, Sun",True,"Zumba, XCore",09:57:00,11:42:00,105,True,"coconut_pineapple, lemon",False,No Trainer,False,9,Morning,Middle Age,Regular,2
712,Male,1999-12-08,24,Standard,4,"Fri, Sat, Sun, Wed",True,"XCore, HIT",13:12:00,14:49:00,97,False,No Drink,True,Hanna,False,13,Afternoon,Young Adult,Very Frequent,2
713,Male,1986-11-06,37,Standard,3,"Sun, Thu, Wed",True,"BodyPump, HIT",10:37:00,12:40:00,123,False,No Drink,True,Chantal,False,10,Morning,Middle Age,Frequent,2
714,Female,1981-08-19,43,Standard,1,Wed,True,"Kickboxen, LesMiles, Running",10:50:00,13:11:00,141,False,No Drink,False,No Trainer,True,10,Morning,Middle Age,Light,1
715,Male,1981-06-06,43,Premium,3,"Fri, Sun, Tue",False,None,12:02:00,14:07:00,125,True,black_currant,True,Mike,True,12,Afternoon,Middle Age,Frequent,2
716,Female,1995-08-02,29,Standard,4,"Fri, Mon, Sun, Thu",True,"Spinning, Pilates, BodyPump",18:15:00,18:54:00,39,False,No Drink,True,Mike,True,18,Evening,Adult,Very Frequent,2
717,Male,1980-02-07,44,Premium,4,"Sat, Thu, Tue, Wed",False,None,11:10:00,11:44:00,34,False,No Drink,False,No Trainer,True,11,Morning,Middle Age,Very Frequent,0
718,Male,1996-11-28,27,Standard,2,"Mon, Thu",True,XCore,20:32:00,22:20:00,108,True,"passion_fruit, orange",False,No Trainer,False,20,Evening,Adult,Regular,2
719,Male,1990-01-20,34,Standard,5,"Fri, Mon, Sun, Thu, Tue",False,None,08:33:00,10:29:00,116,False,No Drink,False,No Trainer,False,8,Morning,Adult,Very Frequent,0
720,Male,2006-02-17,18,Standard,4,"Mon, Sun, Thu, Tue",True,"Yoga, Zumba, Pilates",19:42:00,20:57:00,75,False,No Drink,False,No Trainer,False,19,Evening,Teen,Very Frequent,1
721,Male,1994-07-29,30,Premium,2,"Sat, Wed",False,None,08:38:00,10:58:00,140,True,coconut_pineapple,True,Chantal,False,8,Morning,Adult,Regular,2
722,Male,2005-06-12,19,Standard,1,Sun,False,None,11:29:00,14:26:00,177,True,"orange, coconut_pineapple",True,Jeffrey,False,11,Morning,Young Adult,Light,2
723,Male,1997-09-03,27,Premium,1,Mon,True,BodyPump,18:22:00,21:20:00,178,True,"berry_boost, lemon",False,No Trainer,True,18,Evening,Adult,Light,2
724,Male,1977-07-15,47,Premium,2,"Mon, Tue",True,"HIT, Pilates",19:06:00,19:43:00,37,False,No Drink,True,Chantal,True,19,Evening,Senior,Regular,2
725,Female,1982-10-12,42,Premium,2,"Thu, Tue",False,None,19:18:00,21:39:00,141,False,No Drink,True,Hanna,True,19,Evening,Middle Age,Regular,1
726,Male,1990-06-17,34,Premium,3,"Mon, Sun, Tue",False,None,10:54:00,11:32:00,38,False,No Drink,False,No Trainer,False,10,Morning,Adult,Frequent,0
727,Male,1985-06-06,39,Premium,4,"Fri, Sat, Sun, Wed",True,"Running, Yoga, Zumba",11:51:00,12:22:00,31,False,No Drink,False,No Trainer,True,11,Morning,Middle Age,Very Frequent,1
728,Female,2001-03-17,23,Premium,5,"Mon, Sun, Thu, Tue, Wed",True,"Zumba, BodyPump",20:57:00,23:35:00,158,False,No Drink,False,No Trainer,True,20,Evening,Young Adult,Very Frequent,1
729,Male,1983-11-01,40,Standard,3,"Mon, Thu, Tue",False,None,19:38:00,21:10:00,92,True,black_currant,True,Chantal,True,19,Evening,Middle Age,Frequent,2
730,Male,1985-07-10,39,Premium,5,"Mon, Sun, Thu, Tue, Wed",False,None,15:28:00,16:30:00,62,False,No Drink,True,Chantal,True,15,Afternoon,Middle Age,Very Frequent,1
731,Female,2008-05-24,16,Premium,2,"Fri, Wed",True,"XCore, LesMiles",09:10:00,11:59:00,169,True,passion_fruit,True,Hanna,False,9,Morning,Teen,Regular,3
732,Female,1991-06-20,33,Premium,4,"Fri, Sat, Thu, Wed",False,None,13:30:00,14:17:00,47,True,"orange, coconut_pineapple",True,Hanna,True,13,Afternoon,Adult,Very Frequent,2
733,Male,1977-01-24,47,Standard,1,Tue,True,"BodyPump, Running",18:15:00,19:59:00,104,True,coconut_pineapple,False,No Trainer,True,18,Evening,Senior,Light,2
734,Male,1999-12-08,24,Premium,3,"Mon, Thu, Wed",False,None,09:13:00,11:37:00,144,False,No Drink,False,No Trainer,False,9,Morning,Young Adult,Frequent,0
735,Female,1991-02-05,33,Standard,2,"Fri, Tue",True,HIT,09:24:00,12:24:00,180,False,No Drink,True,Jeffrey,False,9,Morning,Adult,Regular,2
736,Male,1982-12-16,41,Premium,2,"Mon, Thu",True,"Zumba, BodyPump, HIT",20:54:00,23:49:00,175,False,No Drink,True,Chantal,True,20,Evening,Middle Age,Regular,2
737,Male,1988-03-16,36,Premium,1,Mon,False,None,08:43:00,10:21:00,98,True,"black_currant, berry_boost",False,No Trainer,False,8,Morning,Middle Age,Light,1
738,Female,1976-09-28,48,Standard,5,"Mon, Sat, Thu, Tue, Wed",True,Yoga,11:21:00,13:42:00,141,True,coconut_pineapple,True,Jeffrey,True,11,Morning,Senior,Very Frequent,3
739,Female,2003-11-09,20,Premium,3,"Fri, Thu, Wed",False,None,15:28:00,17:58:00,150,True,orange,False,No Trainer,True,15,Afternoon,Young Adult,Frequent,1
740,Female,2005-06-25,19,Premium,4,"Fri, Sat, Sun, Thu",False,None,11:16:00,12:38:00,82,False,No Drink,False,No Trainer,True,11,Morning,Young Adult,Very Frequent,0
741,Male,2009-04-06,15,Standard,2,"Mon, Sun",True,Pilates,20:07:00,21:39:00,92,True,"coconut_pineapple, orange",False,No Trainer,False,20,Evening,Teen,Regular,2
742,Male,1997-08-27,27,Standard,1,Sun,False,None,18:02:00,19:46:00,104,True,"coconut_pineapple, black_currant",False,No Trainer,False,18,Evening,Adult,Light,1
743,Male,1992-12-08,31,Standard,2,"Sun, Thu",True,LesMiles,20:28:00,21:26:00,58,False,No Drink,True,Mike,False,20,Evening,Adult,Regular,2
744,Male,2004-10-02,20,Premium,3,"Mon, Thu, Wed",True,"Yoga, Pilates",10:42:00,13:13:00,151,True,orange,True,Mike,False,10,Morning,Young Adult,Frequent,3
745,Female,2011-05-01,13,Standard,3,"Fri, Sat, Wed",True,"BodyBalance, LesMiles, Pilates",13:37:00,14:09:00,32,True,passion_fruit,False,No Trainer,False,13,Afternoon,Teen,Frequent,2
746,Male,2007-08-01,17,Premium,2,"Sat, Tue",True,"Pilates, BodyPump",10:09:00,11:05:00,56,False,No Drink,False,No Trainer,True,10,Morning,Teen,Regular,1
747,Male,1980-10-25,43,Standard,2,"Fri, Wed",False,None,13:10:00,14:25:00,75,False,No Drink,True,Mike,True,13,Afternoon,Middle Age,Regular,1
748,Male,1981-09-01,43,Premium,1,Sat,False,None,19:43:00,20:24:00,41,False,No Drink,True,Mike,True,19,Evening,Middle Age,Light,1
749,Female,2012-07-21,12,Premium,2,"Sun, Thu",True,"HIT, Kickboxen, BodyBalance",10:42:00,12:12:00,90,False,No Drink,False,No Trainer,False,10,Morning,Teen,Regular,1
750,Female,1975-04-26,49,Standard,5,"Fri, Mon, Sun, Tue, Wed",True,"BodyBalance, BodyPump, Running",10:28:00,11:19:00,51,False,No Drink,False,No Trainer,False,10,Morning,Senior,Very Frequent,1
751,Female,1991-07-02,33,Standard,3,"Fri, Mon, Wed",True,"Spinning, Kickboxen, Zumba",13:11:00,15:56:00,165,True,lemon,False,No Trainer,False,13,Afternoon,Adult,Frequent,2
752,Female,1994-08-05,30,Standard,3,"Fri, Thu, Tue",False,None,08:05:00,09:06:00,61,True,coconut_pineapple,True,Jeffrey,False,8,Morning,Adult,Frequent,2
753,Female,1995-10-30,28,Premium,3,"Fri, Mon, Thu",False,None,10:11:00,12:26:00,135,True,"berry_boost, orange",False,No Trainer,True,10,Morning,Adult,Frequent,1
754,Female,1990-12-09,33,Standard,3,"Fri, Sat, Sun",False,None,15:13:00,16:46:00,93,False,No Drink,True,Chantal,True,15,Afternoon,Adult,Frequent,1
755,Female,2008-05-08,16,Standard,3,"Sat, Tue, Wed",False,None,18:39:00,20:54:00,135,False,No Drink,False,No Trainer,False,18,Evening,Teen,Frequent,0
756,Male,1983-05-09,41,Premium,1,Wed,True,BodyBalance,19:23:00,20:27:00,64,False,No Drink,False,No Trainer,False,19,Evening,Middle Age,Light,1
757,Male,2003-12-30,20,Premium,1,Sun,False,None,11:23:00,14:01:00,158,True,coconut_pineapple,False,No Trainer,True,11,Morning,Young Adult,Light,1
758,Female,1997-11-05,26,Standard,5,"Sat, Sun, Thu, Tue, Wed",False,None,15:16:00,17:20:00,124,False,No Drink,True,Jeffrey,False,15,Afternoon,Adult,Very Frequent,1
759,Male,2005-08-10,19,Standard,3,"Sat, Thu, Tue",True,"Kickboxen, Zumba, LesMiles",13:19:00,14:44:00,85,True,lemon,False,No Trainer,False,13,Afternoon,Young Adult,Frequent,2
